--- scanner 0 ---
421,-731,-387
-376,-800,384
-365,-867,526
-494,-863,468
383,-733,-359
741,836,476
782,684,432
-479,605,-874
-582,767,515

--- scanner 11 ---
402,-784,-886
783,741,-556
-533,-704,643
839,727,-764
-821,-388,-547
-465,784,451
792,715,595
664,690,666
316,-559,712
-683,-423,-526
-440,637,393
431,-649,-791
-363,809,-761
-378,775,-625
740,735,-794
-75,-30,-32
-745,-486,-533
-525,-622,485
-421,680,-715
406,-540,884
-491,-643,554
-393,705,457
452,-813,-891
65,119,-66
456,-575,672
567,766,593

--- scanner 12 ---
784,-492,511
-295,-330,781
884,816,628
-346,698,653
448,382,-760
-344,-362,747
933,886,678
-350,-348,824
872,819,834
490,-826,-332
399,385,-821
811,-655,455
582,-747,-373
530,520,-793
-308,-480,-589
-547,403,-234
520,-709,-233
-587,379,-311
-379,-467,-617
85,84,166
836,-569,445
-332,886,592
69,-48,4
-258,826,716
-330,-440,-596
-726,431,-236

--- scanner 13 ---
411,707,-621
-565,830,590
-692,445,-432
-739,-815,-383
772,-378,-261
801,-428,-256
10,48,94
-787,402,-522
376,845,-600
474,769,-614
353,804,492
-747,-716,-353
-584,754,611
-423,-607,800
-508,703,701
578,-458,360
-753,-759,-591
-821,387,-386
323,770,583
-649,-602,747
-125,151,-15
288,802,574
618,-419,428
-585,-660,787
637,-407,-356
496,-530,367

--- scanner 14 ---
608,-336,293
752,444,-774
-502,766,474
-625,793,605
-902,528,-904
641,-374,-719
-800,421,-990
714,-534,-743
-890,385,-949
436,-409,304
-89,60,-6
644,-470,-827
-641,-686,-497
-457,-846,413
-714,-625,-568
717,476,-765
-79,-90,-191
238,703,699
266,865,702
687,442,-856
-463,-835,357
302,777,740
-724,-581,-518
500,-331,370
-458,-852,419
-604,704,553

--- scanner 15 ---
787,-650,573
-404,-560,-455
336,-785,-518
797,-689,790
-582,-698,615
-67,-11,29
785,770,-779
-804,818,-693
-792,863,-836
520,834,444
364,-788,-356
642,895,555
-673,-793,518
850,688,-777
775,-644,672
-608,-826,595
-711,854,745
-527,-691,-428
400,-826,-444
560,902,483
-861,886,833
-506,-639,-517
815,679,-745
78,64,-58
-702,904,-800
-740,856,837

--- scanner 16 ---
768,605,-805
-608,844,666
347,571,569
848,559,-637
-611,783,784
-475,498,-568
563,-497,-533
-538,603,-521
798,-408,758
810,-356,747
545,610,547
-699,-816,599
678,-525,-466
-722,-652,690
502,545,513
667,-496,-603
-664,812,569
-688,-720,546
787,478,-779
73,9,-106
-400,-445,-655
-79,60,53
-530,378,-495
-391,-602,-630
-377,-654,-667
742,-408,707

--- scanner 17 ---
-860,464,581
404,733,736
399,-669,688
-865,422,341
869,842,-527
747,844,-651
-882,-419,796
564,-247,-439
756,692,-561
-513,-525,-716
69,2,35
350,-664,708
601,-364,-349
-896,-492,758
480,712,717
-493,-654,-688
-84,119,78
-407,-588,-723
-765,-350,735
531,622,793
-396,458,-416
-329,397,-572
-399,446,-622
-910,413,488
389,-725,818
661,-310,-316

--- scanner 18 ---
-544,-725,396
699,-488,503
-607,-772,501
264,447,-773
310,575,521
-572,460,285
-7,-109,20
-460,-663,-704
-469,-638,-547
290,458,-950
598,-690,-598
-599,-798,276
437,572,427
-393,543,-957
718,-514,376
-187,20,-25
779,-656,457
-446,-626,-756
326,596,469
363,558,-826
-736,444,385
-722,336,292
609,-827,-627
494,-760,-599
-425,608,-859
-394,619,-850

--- scanner 19 ---
-792,-483,-620
341,393,-874
-563,907,-919
-868,-534,-710
-931,785,778
700,-776,776
-913,898,700
547,396,-886
-195,30,-19
-811,-407,-599
497,326,-935
-589,-835,513
486,-759,-640
559,-844,787
-40,53,-150
522,514,344
459,386,256
452,-872,-490
-656,857,-868
-875,870,698
-555,-850,377
576,-750,-488
-416,862,-910
737,-849,749
583,326,330
-684,-792,423

--- scanner 20 ---
-407,576,646
486,697,-523
544,808,502
-929,-530,-560
542,-407,-580
-821,-480,-469
-656,426,-554
585,-321,-701
405,-675,559
635,-487,-652
620,783,586
-661,-416,528
543,649,624
-442,519,509
-534,496,633
-865,-631,-556
-741,-344,531
329,670,-599
-183,57,-25
359,-719,448
-717,444,-506
320,-770,452
-30,-75,-63
-813,-345,599
324,681,-447
-619,312,-443

--- scanner 21 ---
429,874,443
614,-831,729
349,789,387
807,850,-681
-654,-676,-750
-619,513,-843
-565,-718,-689
-468,-816,659
427,902,405
-450,736,687
750,-846,763
-585,768,778
-633,426,-839
-404,-769,591
536,-388,-434
704,-788,634
35,16,-73
-462,-744,738
-555,442,-822
-569,629,659
705,822,-563
795,823,-645
-496,-684,-668
-107,41,71
522,-464,-532
515,-526,-469

--- scanner 22 ---
365,-635,386
581,917,409
-8,123,57
-370,-536,-733
528,809,-505
-334,618,-845
787,-549,-660
-614,794,504
499,852,407
590,882,441
-648,-567,444
-322,582,-872
-642,-441,306
837,-559,-616
-424,700,-844
406,-725,350
-654,-331,419
-607,731,442
-593,829,366
78,-10,-96
-377,-454,-889
636,806,-409
-418,-429,-807
451,-737,493
612,879,-569
858,-476,-721

--- scanner 23 ---
-851,915,696
389,-697,-376
281,-653,-479
397,601,-595
-534,868,-330
-413,-663,-631
-867,756,662
376,684,-490
630,-676,673
709,-513,622
-540,867,-324
829,822,386
-8,16,1
447,611,-551
814,731,514
386,-751,-431
740,-619,672
-807,869,591
-389,-373,604
714,821,524
-408,-473,-658
-425,-573,-683
-478,862,-341
-397,-581,557
-383,-375,578

--- scanner 24 ---
553,-531,-484
515,901,443
-488,-330,-877
-395,-640,803
-489,-468,-762
719,-689,477
666,-610,341
-699,607,-495
-554,-606,819
676,-504,-338
628,-731,322
656,858,-646
623,896,366
451,823,377
-579,-458,-862
-626,546,-424
-118,-62,-103
-448,397,430
729,698,-670
-709,651,-445
-443,380,492
-441,-535,759
-5,84,74
659,762,-754
571,-481,-402
-442,386,486

--- scanner 25 ---
576,805,-368
-522,908,464
630,-324,-503
735,983,767
601,-613,565
-656,770,-584
-604,-268,-754
452,655,-375
659,984,874
724,952,776
621,-509,530
559,-571,519
560,641,-468
20,5,45
-746,-231,-803
-510,931,673
-849,-408,723
592,-458,-580
7,178,-115
-609,833,-479
-750,-291,753
-682,778,-359
-572,-263,-801
-547,917,621
-709,-370,661
714,-299,-579

--- scanner 26 ---
843,-791,297
921,-678,279
755,637,-577
520,957,655
-471,-436,-492
-449,574,-489
-440,542,-454
475,-712,-753
-477,590,418
748,575,-640
149,105,-164
566,899,526
734,499,-542
-767,-755,794
-387,-372,-562
-725,-750,554
-567,641,342
-456,514,399
463,-739,-789
-358,540,-519
656,942,621
-495,-276,-565
841,-763,335
-776,-800,647
18,47,10
565,-711,-671

--- scanner 27 ---
310,-373,899
-770,469,775
-603,-909,924
408,454,706
-534,339,-353
550,-378,857
-826,632,802
-447,-842,863
527,374,-750
468,339,-699
457,-328,908
769,-365,-709
-500,307,-304
62,-61,94
468,529,-781
-689,-909,-341
807,-337,-711
-836,546,827
449,498,858
-653,-839,875
-628,-721,-355
-565,-849,-267
825,-450,-789
388,386,800
-457,325,-359
